Raw,Left 50,No %,,Address,Percent,Amount, ,ID,Amount,Cumulative %,Pareto,all,$10 or more,$50 or more,$100 or more
0xb1F9c6C509bb7B97c33f279BD8E5cED0F6cD88710.996634961408763758 MobLP 0.0004%,0xb1F9c6C509bb7B97c33f279BD8E5cED0F6cD88710.996634,0xb1F9c6C509bb7B97c33f279BD8E5cED0F6cD88710.996634961408763758 MobLP 0.0004, ,0xb1F9c6C509bb7B97c33f279BD8E5cED0F6cD8871, 0.0004,0.996634, ,548,0.996634,99.95,,0.7851002865,174.52%,,
0x314276D761958A33439db34B8B2091a2c0BF61Ed0.996634959508857639 MobLP 0.0004%,0x314276D761958A33439db34B8B2091a2c0BF61Ed0.996634,0x314276D761958A33439db34B8B2091a2c0BF61Ed0.996634959508857639 MobLP 0.0004, ,0x314276D761958A33439db34B8B2091a2c0BF61Ed, 0.0004,0.996634, ,549,0.996634,99.95,,0.7865329513,174.84%,,
0x4AFA0a55c2Fa4129E0842F87fF10742e38C487690.996634865739535778 MobLP 0.0004%,0x4AFA0a55c2Fa4129E0842F87fF10742e38C487690.996634,0x4AFA0a55c2Fa4129E0842F87fF10742e38C487690.996634865739535778 MobLP 0.0004, ,0x4AFA0a55c2Fa4129E0842F87fF10742e38C48769, 0.0004,0.996634, ,550,0.996634,99.95,,0.787965616,175.16%,,
0xc6F7c33Ae3105705D2bC1352513B772bAf9773C50.996634863837544332 MobLP 0.0004%,0xc6F7c33Ae3105705D2bC1352513B772bAf9773C50.996634,0xc6F7c33Ae3105705D2bC1352513B772bAf9773C50.996634863837544332 MobLP 0.0004, ,0xc6F7c33Ae3105705D2bC1352513B772bAf9773C5, 0.0004,0.996634, ,551,0.996634,99.95,,0.7893982808,175.48%,,
0x61728363fE0733B35a52CC21EFF6847573B11e450.996634770073613671 MobLP 0.0004%,0x61728363fE0733B35a52CC21EFF6847573B11e450.996634,0x61728363fE0733B35a52CC21EFF6847573B11e450.996634770073613671 MobLP 0.0004, ,0x61728363fE0733B35a52CC21EFF6847573B11e45, 0.0004,0.996634, ,552,0.996634,99.95,,0.7908309456,175.80%,,
0x0433c5Dc8a17b0846C91a9fd3c92F224e7A919e10.996634768169537097 MobLP 0.0004%,0x0433c5Dc8a17b0846C91a9fd3c92F224e7A919e10.996634,0x0433c5Dc8a17b0846C91a9fd3c92F224e7A919e10.996634768169537097 MobLP 0.0004, ,0x0433c5Dc8a17b0846C91a9fd3c92F224e7A919e1, 0.0004,0.996634, ,553,0.996634,99.95,,0.7922636103,176.11%,,
0x6d46e8bbA7AF62a7Fc362a081a00193203872aA70.996634672504835771 MobLP 0.0004%,0x6d46e8bbA7AF62a7Fc362a081a00193203872aA70.996634,0x6d46e8bbA7AF62a7Fc362a081a00193203872aA70.996634672504835771 MobLP 0.0004, ,0x6d46e8bbA7AF62a7Fc362a081a00193203872aA7, 0.0004,0.996634, ,554,0.996634,99.95,,0.7936962751,176.43%,,
0x1e59289cD3d749C34C6ba688E925608983219dF60.996634590201686336 MobLP 0.0004%,0x1e59289cD3d749C34C6ba688E925608983219dF60.996634,0x1e59289cD3d749C34C6ba688E925608983219dF60.996634590201686336 MobLP 0.0004, ,0x1e59289cD3d749C34C6ba688E925608983219dF6, 0.0004,0.996634, ,555,0.996634,99.95,,0.7951289398,176.75%,,
0x0B3c248CBa6c2edcD2891006c367CF83320833540.996634494546017783 MobLP 0.0004%,0x0B3c248CBa6c2edcD2891006c367CF83320833540.996634,0x0B3c248CBa6c2edcD2891006c367CF83320833540.996634494546017783 MobLP 0.0004, ,0x0B3c248CBa6c2edcD2891006c367CF8332083354, 0.0004,0.996634, ,556,0.996634,99.95,,0.7965616046,177.07%,,
0x1F8B0a431eBcf16694cF4AEe67Fb52173Aa0a9150.996634303244596087 MobLP 0.0004%,0x1F8B0a431eBcf16694cF4AEe67Fb52173Aa0a9150.996634,0x1F8B0a431eBcf16694cF4AEe67Fb52173Aa0a9150.996634303244596087 MobLP 0.0004, ,0x1F8B0a431eBcf16694cF4AEe67Fb52173Aa0a915, 0.0004,0.996634, ,557,0.996634,99.95,,0.7979942693,177.39%,,
0xD81d1cf2A484ADE0308233c0CD5f85de9653B5090.996634207598842619 MobLP 0.0004%,0xD81d1cf2A484ADE0308233c0CD5f85de9653B5090.996634,0xD81d1cf2A484ADE0308233c0CD5f85de9653B5090.996634207598842619 MobLP 0.0004, ,0xD81d1cf2A484ADE0308233c0CD5f85de9653B509, 0.0004,0.996634, ,558,0.996634,99.95,,0.7994269341,177.71%,,
0x094dD6aa3F00E2fd3C3B7707bC286EBfA7f46d6F0.996634111956393854 MobLP 0.0004%,0x094dD6aa3F00E2fd3C3B7707bC286EBfA7f46d6F0.996634,0x094dD6aa3F00E2fd3C3B7707bC286EBfA7f46d6F0.996634111956393854 MobLP 0.0004, ,0x094dD6aa3F00E2fd3C3B7707bC286EBfA7f46d6F, 0.0004,0.996634, ,559,0.996634,99.95,,0.8008595989,178.03%,,
0xC9caA66279f9113eFAdB88E0519a632fBE5F5dA90.996634016317249628 MobLP 0.0004%,0xC9caA66279f9113eFAdB88E0519a632fBE5F5dA90.996634,0xC9caA66279f9113eFAdB88E0519a632fBE5F5dA90.996634016317249628 MobLP 0.0004, ,0xC9caA66279f9113eFAdB88E0519a632fBE5F5dA9, 0.0004,0.996634, ,560,0.996634,99.95,,0.8022922636,178.34%,,
0x9453655ed6E7AaD7537aA0E2D7d52ab36ae30d470.996633920681409781 MobLP 0.0004%,0x9453655ed6E7AaD7537aA0E2D7d52ab36ae30d470.996633,0x9453655ed6E7AaD7537aA0E2D7d52ab36ae30d470.996633920681409781 MobLP 0.0004, ,0x9453655ed6E7AaD7537aA0E2D7d52ab36ae30d47, 0.0004,0.996633, ,561,0.996633,99.95,,0.8037249284,178.66%,,
0x4A15A5eD5B187D5195C3baB128b45A32771fe5f50.996633825048874146 MobLP 0.0004%,0x4A15A5eD5B187D5195C3baB128b45A32771fe5f50.996633,0x4A15A5eD5B187D5195C3baB128b45A32771fe5f50.996633825048874146 MobLP 0.0004, ,0x4A15A5eD5B187D5195C3baB128b45A32771fe5f5, 0.0004,0.996633, ,562,0.996633,99.95,,0.8051575931,178.98%,,
0x3a0Ba2D6B5b258C26698761EC07Bc8EaAC403de10.996448864464573754 MobLP 0.0004%,0x3a0Ba2D6B5b258C26698761EC07Bc8EaAC403de10.996448,0x3a0Ba2D6B5b258C26698761EC07Bc8EaAC403de10.996448864464573754 MobLP 0.0004, ,0x3a0Ba2D6B5b258C26698761EC07Bc8EaAC403de1, 0.0004,0.996448, ,563,0.996448,99.95,,0.8065902579,179.30%,,
0xBa96a4080f854dE2f76ed34e5513c72e790Cf8D20.996448775134102153 MobLP 0.0004%,0xBa96a4080f854dE2f76ed34e5513c72e790Cf8D20.996448,0xBa96a4080f854dE2f76ed34e5513c72e790Cf8D20.996448775134102153 MobLP 0.0004, ,0xBa96a4080f854dE2f76ed34e5513c72e790Cf8D2, 0.0004,0.996448, ,564,0.996448,99.95,,0.8080229226,179.62%,,
0x544623F9E2E78C429760Ab550111d8dcEa6c76a80.996448685806628129 MobLP 0.0004%,0x544623F9E2E78C429760Ab550111d8dcEa6c76a80.996448,0x544623F9E2E78C429760Ab550111d8dcEa6c76a80.996448685806628129 MobLP 0.0004, ,0x544623F9E2E78C429760Ab550111d8dcEa6c76a8, 0.0004,0.996448, ,565,0.996448,99.95,,0.8094555874,179.94%,,
0x7811A2F820C2f6fDE6cF7d1aDcEefA34F2D3E3590.996448596482151537 MobLP 0.0004%,0x7811A2F820C2f6fDE6cF7d1aDcEefA34F2D3E3590.996448,0x7811A2F820C2f6fDE6cF7d1aDcEefA34F2D3E3590.996448596482151537 MobLP 0.0004, ,0x7811A2F820C2f6fDE6cF7d1aDcEefA34F2D3E359, 0.0004,0.996448, ,566,0.996448,99.96,,0.8108882521,180.25%,,
0x6537B987b3Ed56ca5af2d4F74e0165542c6b3c730.99644796023444094 MobLP 0.0004%,0x6537B987b3Ed56ca5af2d4F74e0165542c6b3c730.996447,0x6537B987b3Ed56ca5af2d4F74e0165542c6b3c730.99644796023444094 MobLP 0.0004, ,0x6537B987b3Ed56ca5af2d4F74e0165542c6b3c73, 0.0004,0.996447, ,567,0.996447,99.96,,0.8123209169,180.57%,,
0x3a2842891c8D29BDe09D761F8747cB33CD0C84bc0.996447948471404403 MobLP 0.0004%,0x3a2842891c8D29BDe09D761F8747cB33CD0C84bc0.996447,0x3a2842891c8D29BDe09D761F8747cB33CD0C84bc0.996447948471404403 MobLP 0.0004, ,0x3a2842891c8D29BDe09D761F8747cB33CD0C84bc, 0.0004,0.996447, ,568,0.996447,99.96,,0.8137535817,180.89%,,
0x9644E4FE2b1ecb58E54aB70321a4b600B07026410.99644787091046601 MobLP 0.0004%,0x9644E4FE2b1ecb58E54aB70321a4b600B07026410.996447,0x9644E4FE2b1ecb58E54aB70321a4b600B07026410.99644787091046601 MobLP 0.0004, ,0x9644E4FE2b1ecb58E54aB70321a4b600B0702641, 0.0004,0.996447, ,569,0.996447,99.96,,0.8151862464,181.21%,,
0x60d280ee4a3b1509D67B9e1b104ac5165401B7Ce0.996447781589488618 MobLP 0.0004%,0x60d280ee4a3b1509D67B9e1b104ac5165401B7Ce0.996447,0x60d280ee4a3b1509D67B9e1b104ac5165401B7Ce0.996447781589488618 MobLP 0.0004, ,0x60d280ee4a3b1509D67B9e1b104ac5165401B7Ce, 0.0004,0.996447, ,570,0.996447,99.96,,0.8166189112,181.53%,,
0x39D93827576a7a20a0E9540c3Cf11BD2799bFa1d0.996447692271508622 MobLP 0.0004%,0x39D93827576a7a20a0E9540c3Cf11BD2799bFa1d0.996447,0x39D93827576a7a20a0E9540c3Cf11BD2799bFa1d0.996447692271508622 MobLP 0.0004, ,0x39D93827576a7a20a0E9540c3Cf11BD2799bFa1d, 0.0004,0.996447, ,571,0.996447,99.96,,0.8180515759,181.85%,,
0xC0E24107b38ce9Fe018DAcc7ed879a52d253Dd5b0.996447600721168269 MobLP 0.0004%,0xC0E24107b38ce9Fe018DAcc7ed879a52d253Dd5b0.996447,0xC0E24107b38ce9Fe018DAcc7ed879a52d253Dd5b0.996447600721168269 MobLP 0.0004, ,0xC0E24107b38ce9Fe018DAcc7ed879a52d253Dd5b, 0.0004,0.996447, ,572,0.996447,99.96,,0.8194842407,182.17%,,
0x0233dd11D50165069C7ad7F1Dc55BE66bfbF670d0.996447515260760505 MobLP 0.0004%,0x0233dd11D50165069C7ad7F1Dc55BE66bfbF670d0.996447,0x0233dd11D50165069C7ad7F1Dc55BE66bfbF670d0.996447515260760505 MobLP 0.0004, ,0x0233dd11D50165069C7ad7F1Dc55BE66bfbF670d, 0.0004,0.996447, ,573,0.996447,99.96,,0.8209169054,182.48%,,
0x9b941201775DCC3Cec77b5E1d0F951c97130b8ca0.996447511411812358 MobLP 0.0004%,0x9b941201775DCC3Cec77b5E1d0F951c97130b8ca0.996447,0x9b941201775DCC3Cec77b5E1d0F951c97130b8ca0.996447511411812358 MobLP 0.0004, ,0x9b941201775DCC3Cec77b5E1d0F951c97130b8ca, 0.0004,0.996447, ,574,0.996447,99.96,,0.8223495702,182.80%,,
0x89f68b17d5aC754834094D5f5ACbcBc0279d4F090.996447425952505055 MobLP 0.0004%,0x89f68b17d5aC754834094D5f5ACbcBc0279d4F090.996447,0x89f68b17d5aC754834094D5f5ACbcBc0279d4F090.996447425952505055 MobLP 0.0004, ,0x89f68b17d5aC754834094D5f5ACbcBc0279d4F09, 0.0004,0.996447, ,575,0.996447,99.96,,0.823782235,183.12%,,
0xd6522A82187420d00a0e40C6612823dD0555b0B30.996447319116205871 MobLP 0.0004%,0xd6522A82187420d00a0e40C6612823dD0555b0B30.996447,0xd6522A82187420d00a0e40C6612823dD0555b0B30.996447319116205871 MobLP 0.0004, ,0xd6522A82187420d00a0e40C6612823dD0555b0B3, 0.0004,0.996447, ,576,0.996447,99.96,,0.8252148997,183.44%,,
0x7bdBa06B7807c493Dc60Df74BeDE56419CdBe5Ec0.996447211316324056 MobLP 0.0004%,0x7bdBa06B7807c493Dc60Df74BeDE56419CdBe5Ec0.996447,0x7bdBa06B7807c493Dc60Df74BeDE56419CdBe5Ec0.996447211316324056 MobLP 0.0004, ,0x7bdBa06B7807c493Dc60Df74BeDE56419CdBe5Ec, 0.0004,0.996447, ,577,0.996447,99.96,,0.8266475645,183.76%,,
0x1e7b66B421CE885112FAd4776990093dEa78F33a0.996447122017303466 MobLP 0.0004%,0x1e7b66B421CE885112FAd4776990093dEa78F33a0.996447,0x1e7b66B421CE885112FAd4776990093dEa78F33a0.996447122017303466 MobLP 0.0004, ,0x1e7b66B421CE885112FAd4776990093dEa78F33a, 0.0004,0.996447, ,578,0.996447,99.96,,0.8280802292,184.08%,,
0xc0C9b096C1BeF6C0ACD35eD5c643Af37de059DeD0.996446953977780146 MobLP 0.0004%,0xc0C9b096C1BeF6C0ACD35eD5c643Af37de059DeD0.996446,0xc0C9b096C1BeF6C0ACD35eD5c643Af37de059DeD0.996446953977780146 MobLP 0.0004, ,0xc0C9b096C1BeF6C0ACD35eD5c643Af37de059DeD, 0.0004,0.996446, ,579,0.996446,99.96,,0.829512894,184.39%,,
0x90642d83801b23F7e76bA9fBE3bcAEafdB1FE5960.996446862081060855 MobLP 0.0004%,0x90642d83801b23F7e76bA9fBE3bcAEafdB1FE5960.996446,0x90642d83801b23F7e76bA9fBE3bcAEafdB1FE5960.996446862081060855 MobLP 0.0004, ,0x90642d83801b23F7e76bA9fBE3bcAEafdB1FE596, 0.0004,0.996446, ,580,0.996446,99.96,,0.8309455587,184.71%,,
0x7ae7138AdcBd1676958dB8aB1F60d2357b806d550.996446772793341651 MobLP 0.0004%,0x7ae7138AdcBd1676958dB8aB1F60d2357b806d550.996446,0x7ae7138AdcBd1676958dB8aB1F60d2357b806d550.996446772793341651 MobLP 0.0004, ,0x7ae7138AdcBd1676958dB8aB1F60d2357b806d55, 0.0004,0.996446, ,581,0.996446,99.96,,0.8323782235,185.03%,,
0xc237d9689a474712039d899eC1ab9f54b82477f00.996446683508618207 MobLP 0.0004%,0xc237d9689a474712039d899eC1ab9f54b82477f00.996446,0xc237d9689a474712039d899eC1ab9f54b82477f00.996446683508618207 MobLP 0.0004, ,0xc237d9689a474712039d899eC1ab9f54b82477f0, 0.0004,0.996446, ,582,0.996446,99.96,,0.8338108883,185.35%,,
0xFbAb1185c22E121Db068FB86F138C64b734040c80.996426261716958662 MobLP 0.0004%,0xFbAb1185c22E121Db068FB86F138C64b734040c80.996426,0xFbAb1185c22E121Db068FB86F138C64b734040c80.996426261716958662 MobLP 0.0004, ,0xFbAb1185c22E121Db068FB86F138C64b734040c8, 0.0004,0.996426, ,583,0.996426,99.96,,0.835243553,185.67%,,
0x6B30E1897Eb453C358AB361eE8D078bC0dE614520.996426171537945466 MobLP 0.0004%,0x6B30E1897Eb453C358AB361eE8D078bC0dE614520.996426,0x6B30E1897Eb453C358AB361eE8D078bC0dE614520.996426171537945466 MobLP 0.0004, ,0x6B30E1897Eb453C358AB361eE8D078bC0dE61452, 0.0004,0.996426, ,584,0.996426,99.96,,0.8366762178,185.99%,,
0xAb02771B38C6bE93AcD035A4B32F6E56Cb28d4170.996426081361966547 MobLP 0.0004%,0xAb02771B38C6bE93AcD035A4B32F6E56Cb28d4170.996426,0xAb02771B38C6bE93AcD035A4B32F6E56Cb28d4170.996426081361966547 MobLP 0.0004, ,0xAb02771B38C6bE93AcD035A4B32F6E56Cb28d417, 0.0004,0.996426, ,585,0.996426,99.96,,0.8381088825,186.31%,,
0xF4619Ff92acCa6f4ABEf67878E47a1619915FC750.996425991189021756 MobLP 0.0004%,0xF4619Ff92acCa6f4ABEf67878E47a1619915FC750.996425,0xF4619Ff92acCa6f4ABEf67878E47a1619915FC750.996425991189021756 MobLP 0.0004, ,0xF4619Ff92acCa6f4ABEf67878E47a1619915FC75, 0.0004,0.996425, ,586,0.996425,99.96,,0.8395415473,186.62%,,
0x68142258Fb98A3c2B73011E864459d8cAB2d36590.99642590101911095 MobLP 0.0004%,0x68142258Fb98A3c2B73011E864459d8cAB2d36590.996425,0x68142258Fb98A3c2B73011E864459d8cAB2d36590.99642590101911095 MobLP 0.0004, ,0x68142258Fb98A3c2B73011E864459d8cAB2d3659, 0.0004,0.996425, ,587,0.996425,99.96,,0.840974212,186.94%,,
0x2Cd33DA1Fd3445fF34797b1f6bafB46e9870161b0.99642581085223398 MobLP 0.0004%,0x2Cd33DA1Fd3445fF34797b1f6bafB46e9870161b0.996425,0x2Cd33DA1Fd3445fF34797b1f6bafB46e9870161b0.99642581085223398 MobLP 0.0004, ,0x2Cd33DA1Fd3445fF34797b1f6bafB46e9870161b, 0.0004,0.996425, ,588,0.996425,99.96,,0.8424068768,187.26%,,
0x8AE44F90E06d651F334F0464A2fd183cf1E7F4500.996425720688390701 MobLP 0.0004%,0x8AE44F90E06d651F334F0464A2fd183cf1E7F4500.996425,0x8AE44F90E06d651F334F0464A2fd183cf1E7F4500.996425720688390701 MobLP 0.0004, ,0x8AE44F90E06d651F334F0464A2fd183cf1E7F450, 0.0004,0.996425, ,589,0.996425,99.96,,0.8438395415,187.58%,,
0x5F72Ba1D851Ab48ab79B1DF906527D0C328622C00.99642563052758097 MobLP 0.0004%,0x5F72Ba1D851Ab48ab79B1DF906527D0C328622C00.996425,0x5F72Ba1D851Ab48ab79B1DF906527D0C328622C00.99642563052758097 MobLP 0.0004, ,0x5F72Ba1D851Ab48ab79B1DF906527D0C328622C0, 0.0004,0.996425, ,590,0.996425,99.96,,0.8452722063,187.90%,,
0x474C9db659520432a32C45273A2dBce75EABd31f0.996425540369804635 MobLP 0.0004%,0x474C9db659520432a32C45273A2dBce75EABd31f0.996425,0x474C9db659520432a32C45273A2dBce75EABd31f0.996425540369804635 MobLP 0.0004, ,0x474C9db659520432a32C45273A2dBce75EABd31f, 0.0004,0.996425, ,591,0.996425,99.97,,0.8467048711,188.22%,,
0x3fD3E362B5B948C7663347abF71D219591B44E980.996425450215061555 MobLP 0.0004%,0x3fD3E362B5B948C7663347abF71D219591B44E980.996425,0x3fD3E362B5B948C7663347abF71D219591B44E980.996425450215061555 MobLP 0.0004, ,0x3fD3E362B5B948C7663347abF71D219591B44E98, 0.0004,0.996425, ,592,0.996425,99.97,,0.8481375358,188.54%,,
0xAde1eDb09eBB60A43A530d80D20CA561Da7CB4F40.996424593295750982 MobLP 0.0004%,0xAde1eDb09eBB60A43A530d80D20CA561Da7CB4F40.996424,0xAde1eDb09eBB60A43A530d80D20CA561Da7CB4F40.996424593295750982 MobLP 0.0004, ,0xAde1eDb09eBB60A43A530d80D20CA561Da7CB4F4, 0.0004,0.996424, ,593,0.996424,99.97,,0.8495702006,188.85%,,
0x544b51234d548fADDfE7BDe6a00de55503AC75C10.996424529884255616 MobLP 0.0004%,0x544b51234d548fADDfE7BDe6a00de55503AC75C10.996424,0x544b51234d548fADDfE7BDe6a00de55503AC75C10.996424529884255616 MobLP 0.0004, ,0x544b51234d548fADDfE7BDe6a00de55503AC75C1, 0.0004,0.996424, ,594,0.996424,99.97,,0.8510028653,189.17%,,
0x8396f6D04F20052A110237257449E385DD0456f70.996424504682774799 MobLP 0.0004%,0x8396f6D04F20052A110237257449E385DD0456f70.996424,0x8396f6D04F20052A110237257449E385DD0456f70.996424504682774799 MobLP 0.0004, ,0x8396f6D04F20052A110237257449E385DD0456f7, 0.0004,0.996424, ,595,0.996424,99.97,,0.8524355301,189.49%,,
0x714B216fdAfAd52fD8935dA473876FD83e97813F0.996424439751110518 MobLP 0.0004%,0x714B216fdAfAd52fD8935dA473876FD83e97813F0.996424,0x714B216fdAfAd52fD8935dA473876FD83e97813F0.996424439751110518 MobLP 0.0004, ,0x714B216fdAfAd52fD8935dA473876FD83e97813F, 0.0004,0.996424, ,596,0.996424,99.97,,0.8538681948,189.81%,,
0x8Eac0157963117674Fc730f2cf28567dF4B3EE980.99642441607276308 MobLP 0.0004%,0x8Eac0157963117674Fc730f2cf28567dF4B3EE980.996424,0x8Eac0157963117674Fc730f2cf28567dF4B3EE980.99642441607276308 MobLP 0.0004, ,0x8Eac0157963117674Fc730f2cf28567dF4B3EE98, 0.0004,0.996424, ,597,0.996424,99.97,,0.8553008596,190.13%,,
0x97cBB1459e42Ac62B9c6f3dAB0cFadF31D6404240.996424327465715684 MobLP 0.0004%,0x97cBB1459e42Ac62B9c6f3dAB0cFadF31D6404240.996424,0x97cBB1459e42Ac62B9c6f3dAB0cFadF31D6404240.996424327465715684 MobLP 0.0004, ,0x97cBB1459e42Ac62B9c6f3dAB0cFadF31D640424, 0.0004,0.996424, ,598,0.996424,99.97,,0.8567335244,190.45%,,
0x4D7EcEA6cdd8d4a1500D73779ED2d3E91eaD94De0.996424238861632469 MobLP 0.0004%,0x4D7EcEA6cdd8d4a1500D73779ED2d3E91eaD94De0.996424,0x4D7EcEA6cdd8d4a1500D73779ED2d3E91eaD94De0.996424238861632469 MobLP 0.0004, ,0x4D7EcEA6cdd8d4a1500D73779ED2d3E91eaD94De, 0.0004,0.996424, ,599,0.996424,99.97,,0.8581661891,190.76%,,
0x6f5845a9Ef0f1f9EC916DDE5D369222bC1c067ae0.996424150260513291 MobLP 0.0004%,0x6f5845a9Ef0f1f9EC916DDE5D369222bC1c067ae0.996424,0x6f5845a9Ef0f1f9EC916DDE5D369222bC1c067ae0.996424150260513291 MobLP 0.0004, ,0x6f5845a9Ef0f1f9EC916DDE5D369222bC1c067ae, 0.0004,0.996424, ,600,0.996424,99.97,,0.8595988539,191.08%,,
0x378866fbd67FBb0f8d2d4C003c4D23cbbBF313DD0.996424061662358009 MobLP 0.0004%,0x378866fbd67FBb0f8d2d4C003c4D23cbbBF313DD0.996424,0x378866fbd67FBb0f8d2d4C003c4D23cbbBF313DD0.996424061662358009 MobLP 0.0004, ,0x378866fbd67FBb0f8d2d4C003c4D23cbbBF313DD, 0.0004,0.996424, ,601,0.996424,99.97,,0.8610315186,191.40%,,
0x9606Ab7DC9D7660E2C7Ad19140a59c2318b2BeeA0.996423973067166483 MobLP 0.0004%,0x9606Ab7DC9D7660E2C7Ad19140a59c2318b2BeeA0.996423,0x9606Ab7DC9D7660E2C7Ad19140a59c2318b2BeeA0.996423973067166483 MobLP 0.0004, ,0x9606Ab7DC9D7660E2C7Ad19140a59c2318b2BeeA, 0.0004,0.996423, ,602,0.996423,99.97,,0.8624641834,191.72%,,
0x518F5a517cBDD56428C5feFf3825Ac30e21e92e90.996423884474938569 MobLP 0.0004%,0x518F5a517cBDD56428C5feFf3825Ac30e21e92e90.996423,0x518F5a517cBDD56428C5feFf3825Ac30e21e92e90.996423884474938569 MobLP 0.0004, ,0x518F5a517cBDD56428C5feFf3825Ac30e21e92e9, 0.0004,0.996423, ,603,0.996423,99.97,,0.8638968481,192.04%,,
0x3BF75eE0a419dBcfa6c8587F4512DE9AF95816410.996423795885674125 MobLP 0.0004%,0x3BF75eE0a419dBcfa6c8587F4512DE9AF95816410.996423,0x3BF75eE0a419dBcfa6c8587F4512DE9AF95816410.996423795885674125 MobLP 0.0004, ,0x3BF75eE0a419dBcfa6c8587F4512DE9AF9581641, 0.0004,0.996423, ,604,0.996423,99.97,,0.8653295129,192.36%,,
0x28aa9e6F0684407AFd115A6B5062640D1D9b91260.996423707299373009 MobLP 0.0004%,0x28aa9e6F0684407AFd115A6B5062640D1D9b91260.996423,0x28aa9e6F0684407AFd115A6B5062640D1D9b91260.996423707299373009 MobLP 0.0004, ,0x28aa9e6F0684407AFd115A6B5062640D1D9b9126, 0.0004,0.996423, ,605,0.996423,99.97,,0.8667621777,192.68%,,
0x7333E8f35B2225CE5D4ac0f90c679bf0f4ba867F0.996423618716035079 MobLP 0.0004%,0x7333E8f35B2225CE5D4ac0f90c679bf0f4ba867F0.996423,0x7333E8f35B2225CE5D4ac0f90c679bf0f4ba867F0.996423618716035079 MobLP 0.0004, ,0x7333E8f35B2225CE5D4ac0f90c679bf0f4ba867F, 0.0004,0.996423, ,606,0.996423,99.97,,0.8681948424,192.99%,,
0x86c27d3Cb118e91AaF79f062505e8231063220B50.996423530135660193 MobLP 0.0004%,0x86c27d3Cb118e91AaF79f062505e8231063220B50.996423,0x86c27d3Cb118e91AaF79f062505e8231063220B50.996423530135660193 MobLP 0.0004, ,0x86c27d3Cb118e91AaF79f062505e8231063220B5, 0.0004,0.996423, ,607,0.996423,99.97,,0.8696275072,193.31%,,
0x6f054c681a337d5B9b7506B236F38577A488CBCd0.996423441558248211 MobLP 0.0004%,0x6f054c681a337d5B9b7506B236F38577A488CBCd0.996423,0x6f054c681a337d5B9b7506B236F38577A488CBCd0.996423441558248211 MobLP 0.0004, ,0x6f054c681a337d5B9b7506B236F38577A488CBCd, 0.0004,0.996423, ,608,0.996423,99.97,,0.8710601719,193.63%,,
0xFC7a430A9c03BdE34DDE99725e2D97E3dB136a400.996423352983798989 MobLP 0.0004%,0xFC7a430A9c03BdE34DDE99725e2D97E3dB136a400.996423,0xFC7a430A9c03BdE34DDE99725e2D97E3dB136a400.996423352983798989 MobLP 0.0004, ,0xFC7a430A9c03BdE34DDE99725e2D97E3dB136a40, 0.0004,0.996423, ,609,0.996423,99.97,,0.8724928367,193.95%,,
0x64FeF48583ef96E02bc4989C6cadC763C15fD3bC0.996423264412312384 MobLP 0.0004%,0x64FeF48583ef96E02bc4989C6cadC763C15fD3bC0.996423,0x64FeF48583ef96E02bc4989C6cadC763C15fD3bC0.996423264412312384 MobLP 0.0004, ,0x64FeF48583ef96E02bc4989C6cadC763C15fD3bC, 0.0004,0.996423, ,610,0.996423,99.97,,0.8739255014,194.27%,,
0xB76694E9622528Cd76c34E3F5Dc05d5750135a610.996423175843788257 MobLP 0.0004%,0xB76694E9622528Cd76c34E3F5Dc05d5750135a610.996423,0xB76694E9622528Cd76c34E3F5Dc05d5750135a610.996423175843788257 MobLP 0.0004, ,0xB76694E9622528Cd76c34E3F5Dc05d5750135a61, 0.0004,0.996423, ,611,0.996423,99.97,,0.8753581662,194.59%,,
0xCBaF81BDd644E02C0047E52AEDe47aAf81F1729D0.996423087278226462 MobLP 0.0004%,0xCBaF81BDd644E02C0047E52AEDe47aAf81F1729D0.996423,0xCBaF81BDd644E02C0047E52AEDe47aAf81F1729D0.996423087278226462 MobLP 0.0004, ,0xCBaF81BDd644E02C0047E52AEDe47aAf81F1729D, 0.0004,0.996423, ,612,0.996423,99.97,,0.8767908309,194.90%,,
0x80b0Df65b5720E3A89e9D03C25b5f0cD7837e2D10.996422998715626863 MobLP 0.0004%,0x80b0Df65b5720E3A89e9D03C25b5f0cD7837e2D10.996422,0x80b0Df65b5720E3A89e9D03C25b5f0cD7837e2D10.996422998715626863 MobLP 0.0004, ,0x80b0Df65b5720E3A89e9D03C25b5f0cD7837e2D1, 0.0004,0.996422, ,613,0.996422,99.97,,0.8782234957,195.22%,,
0x3e2d1898CDe149E8bb4A632eaf4A3aE5a801AF380.996422910155989312 MobLP 0.0004%,0x3e2d1898CDe149E8bb4A632eaf4A3aE5a801AF380.996422,0x3e2d1898CDe149E8bb4A632eaf4A3aE5a801AF380.996422910155989312 MobLP 0.0004, ,0x3e2d1898CDe149E8bb4A632eaf4A3aE5a801AF38, 0.0004,0.996422, ,614,0.996422,99.97,,0.8796561605,195.54%,,
0x48dBE7Caa021CcbfD6976F1d732E6b3ab916bE680.996422821599313671 MobLP 0.0004%,0x48dBE7Caa021CcbfD6976F1d732E6b3ab916bE680.996422,0x48dBE7Caa021CcbfD6976F1d732E6b3ab916bE680.996422821599313671 MobLP 0.0004, ,0x48dBE7Caa021CcbfD6976F1d732E6b3ab916bE68, 0.0004,0.996422, ,615,0.996422,99.97,,0.8810888252,195.86%,,
